,name,text,artist,style
0,Lei do Retorno (com Mc Hariel),"Eu te amava no tempo da escola
Mas você não me dava atenção
Pedi uma chance, até duas
Mas você só me disse não

Mas você só me disse não
Mas você só me disse não
Mas com o tempo eu parei e fiz essa canção

Vou marcar de te ver e não ir
Vou te comer e abandonar
Essa é a lei do retorno
E não adianta chorar

Vou marcar de te ver e não ir
Vou te comer e abandonar
Essa é a lei do retorno 
E não adianta chorar
Vou marcar de te ver e não ir
Vou te comer e abandonar
Essa é a lei do retorno
E não adianta chorar
Essa é a lei do retorno
E não adianta chorar
Então pode ligar, me implorar
Sei que a Meiota vai te atiçar
Quando nós passar só pra atracar
E a sua memória refrescar
Eu te amava no tempo da escola
Mas você não me dava atenção
Pedi uma chance, até duas
Mas você só me disse não
Mas você só me disse não
Mas você só me disse não
Mas com o tempo eu parei e fiz uma canção

Vou marcar de te ver e não ir
Vou te comer e abandonar
Essa é a lei do retorno
Não adianta chorar

Vou marcar de te ver e não ir
Vou te comer e abandonar
Essa é a lei do retorno 
Não adianta chorar

Vou marcar de te ver e não ir
Vou te comer e abandonar
Essa é a lei do retorno
Não adianta chorar
E nem me ligar, pode implorar
Sei que a Meiota, ela vai te atiçar
Quando nós passar só pra atacar
E essa memória refrescar",mc-don-juan,funk_paulista
0,Ôh Novinha,"Oh novinha eu quero te ver contente
Não abandona o peru da gente
Que no Helipa confesso tu tem moral
Venha aqui na favela
Pra senta pra senta pra sentar no pau
Pra senta pra senta pra sentar no pau

Oh novinha eu quero te ver contente
Não abandona o piru da gente
Que no Helipa confesso tu tem moral
Vinha aqui na favela pra sentar no pau
Vinha aqui na favela pra sentar no pau

Então tu pega o telefone desbloqueia a tela
Vai no seu contato e procura o número dela
Pra ligar pra ela pra ligar pra ela
Hoje deu uma vontade de comer a xereca dela
Pra ligar pra ela pra ligar pra ela
Hoje deu uma vontade de comer a xereca dela

Que no Helipa confesso tu tem moral
Que no Helipa confesso tu tem moral
Vinha aqui na favela pra sentar no pau
Vinha aqui na favela pra sentar no pau

Oh novinha eu quero te ver contente
Não abandona o piru da gente
Que no Helipa confesso tu tem moral
Vinha aqui na favela
Pra senta pra sentar pra sentar no pau
Pra senta pra sentar pra sentar no pau

Oh novinha eu quero te ver contente
Não abandona o piru da gente
Que no Helipa confesso tu tem moral
Vinha aqui na favela pra sentar no pau
Vinha aqui na favela pra sentar no pau

Então tu pega o telefone desbloqueia a tela
Vai no seu contato e procura o numero dela
Pra ligar pra ela pra ligar pra ela
Hoje deu uma vontade de comer a xereca dela
Pra ligar pra ela pra ligar pra ela
Hoje deu uma vontade de comer a xereca dela

Que no Helipa confesso tu tem moral
Que no Helipa confesso tu tem moral
Vinha aqui na favela pra sentar no pau
Vinha aqui na favela pra sentar no pau",mc-don-juan,funk_paulista
0,"Peguei, Larguei","Peguei, larguei e nem liguei
O tempo passou, parei, pensei
Chorei, errei, mais de uma vez
Várias que eu comi
No outro dia nem sequer chamei
chorei,peguei,mais de uma vez
Várias que eu comi e no outro
dia nem sequer chamei
Putaria é bom
Mas uma hora cansa
Quero uma fiel de fechar
Que me tenha porra de
Que putaria é bom
Aê porra mas escuta to te falando
oque se acha tem que ser uma música
que se gosta mano.
quero suas amiga pra lá, e quero você de volta 2x

Putaria é bom,mas uma hora cansa
quero uma fiel fiel de fechar
que me tenha esperança
quero suas amiga pra lá, e quero você de volta 2x
Peguei, larguei e nem liguei
o tempo passou,parei pensei
Chorei, peguei, mais de uma vez
Várias que eu comi e no outro dia
nem sequer chamei. 2x",mc-don-juan,funk_paulista
0,A Gente Brigou,"A gente brigou
Eu mandei ela embora
Os primeiros dias que são foda
Que bate saudade e a gente só chora
Mas esbarrei com a amiga dela
Então pensa na mulher gostosa
Disse que as duas também brigou
E ela vai se vingar agora

Então joga, então joga
Então joga o popô na piroca
Então joga, então joga
Vai mozão

Joga o popô na piroca
Então joga, então joga
Então joga o popô na piroca
Então joga, então joga
Então joga o popô na piroca
Então joga, então joga
Então joga o popô na piroca
Então joga, então joga
Vai mozão

Joga o popô na piroca
Então joga, então joga
Então joga o popô na piroca
Então joga, então joga
Então joga o popô na piroca",mc-don-juan,funk_paulista
0,Tô Gostando Tanto de Você,"Aê, Yuri
Mano, cê sabe produzir essa fita aqui?
É que eu fiz uma música pra uma mina aqui, mano
Que eu tô mó a fim dela, parça
E eu quero fazer essa música pra ela
Ajuda eu aqui, mano
Produz esse bagulho pra eu mostrar pra ela

Tô gostando tanto de você
Acho que você nem tem noção
Na brincadeira do pega pega e não se apega
Que você ganhou meu coração

Ô, parça!
Eu vim aqui na maior humildade cantar o bagulho pra você
Vai ficar nessas? Eu vou embora, parça
Não é que eu amo ela, é que, mano
Tá ligado? Não tem como explicar pra você
Só eu sei, mano
Essa mina é demais, viado
Sabe por quê?

Não é que eu amo ela, é que com ela
Eu tinha sempre uma transa garantida
E não é que eu amo ela, é que com ela
Eu tinha sempre uma transa garantida
E não é que eu amo ela, é que com ela
Eu tinha sempre uma transa garantida
E não é que eu amo ela, é que com ela
Eu tinha sempre uma transa garantida

Aê, ah
Aê, preciso nem te falar, né?
Preciso nem te falar
Não, não, não
Preciso nem te falar, mas eu vou falar só pra lembrar
Aí, Yuri Martins produziu? Bum!
Mais uma que explodiu!",mc-don-juan,funk_paulista
0,Amar? Amei Gostar? Gostei,"Amar? amei
Gostar? gostei
Mas agora eu não quero nem de graça
Nãoooo dá mais
Era uma briga em cima da outra
Oh Moça Nãoooo dá mais
Era uma briga em cima da outra

Vai com suas amigas pra lá
Cuidado pra elas não te 'dar' perdido
e vir aqui me dar
Vai com suas amigas pra lá
Cuidado pra elas não te 'dar' perdido
e vir aqui me dar
Era uma briga em cima da outra
Não dá mais
Era uma briga em cima da outra

Vai com suas amigas pra lá
Cuidado pra elas não te 'dar' perdido
e vir aqui me dar
Vai com suas amigas pra lá
Cuidado pra elas não te 'dar' perdido
e vir aqui me dar",mc-don-juan,funk_paulista
0,Vai Voltar Chorando,"Olha
Como você tá mudada
Não quer saber de nada e nem ninguém
Parece que esqueceu até de mim também

Olha
Eu não queria falar nada
Mas uma hora isso acaba e a saudade vem
A solidão eu já conheço, nunca perdoou ninguém

Se acha a dona do mundo
Brincando sozinha de amar
Vivendo de amor vagabundo
Isso não é se valorizar
Tenha certeza, pode ter certeza
Baby, ei, baby

Eu era o melhor pra você
Pode demorar mas cê vai perceber
Que seu orgulho não vai te levar a nada
Vai voltar chorando lá pra porta da minha casa

Eu era o melhor pra você
Pode demorar mas cê vai perceber
Que seu orgulho não vai te levar a nada
Vai voltar chorando lá pra porta da minha casa

Eu era o melhor pra você
Pode demorar mas cê vai perceber
Que seu orgulho não vai te levar a nada
Vai voltar chorando lá pra porta da minha casa",mc-don-juan,funk_paulista
0,Os Opostos Se Atraem,"Por que eu fui logo me apegar por você?
Não é as mesmas ideia, não curte o mesmo rolê
E os meus truta pra você não presta
Chata demais, marruda e briguenta

Mas os opostos se atraem
E essa foi a nossa história
Implica com tudo, mas ama minha piroca
Briga por tudo, mas a sentada é a mais gostosa
Implica com tudo, mas ama minha piroca
Implica com tudo, mas a sentada é a mais gostosa

Mas os opostos se atraem
E essa foi a nossa história
Implica com tudo, mas ama minha piroca
Briga por tudo, mas a sentada é a mais gostosa
Implica com tudo, mas ama minha piroca
Implica com tudo, mas a sentada é a mais gostosa

Por que eu fui logo me apegar por você?
Não é as mesmas ideia, não curte o mesmo rolê
E os meus truta pra você não presta
Chata demais, marruda e briguenta

Mas os opostos se atraem
E essa foi a nossa história
Implica com tudo, mas ama minha piroca
Briga por tudo, mas a sentada é a mais gostosa
Implica com tudo, mas ama minha piroca
Implica com tudo, mas a sentada é a mais gostosa

Mas os opostos se atraem
E essa foi a nossa história
Implica com tudo, mas ama minha piroca
Briga por tudo, mas a sentada é a mais gostosa
Implica com tudo, mas ama minha piroca
Briga por tudo, mas a sentada é a mais gostosa",mc-don-juan,funk_paulista
0,Eu sou do corre,"Eu e a novinha
Construímos nossa história
Era sexo todo dia
Era sexo toda hora

Mas tinha um probleminha
O pai dela tinha um lance comigo
Julgava que eu era do corre
Falava que eu era bandido

Eu sou do corre, Eu sou do corre
E a novinha quer colar comigo
Se pede selinho eu mando ir se foder
Só falo que amo se chupa meu pinto

Eu sou do corre, Eu sou do corre
E a novinha quer colar comigo
Se pede selinho eu mando ir se foder
Só falo que amo se chupa meu pinto

Eu sou do corre, Eu sou do corre
E a novinha quer colar comigo
Se pede selinho eu mando ir se foder
Só falo que amo se chupa meu pinto

Eu e a novinha
Construímos nossa história
Era sexo todo dia
Era sexo toda hora

Mas tinha um probleminha
O pai dela tinha um lance comigo
Julgava que eu era do corre
Falava que eu era bandido

Eu sou do corre, Eu sou do corre
E a novinha quer colar comigo
Se pede selinho eu mando ir se foder
Só falo que amo se chupa meu pinto

Eu sou do corre, Eu sou do corre
E a novinha quer colar comigo
Se pede selinho eu mando ir se foder
Só falo que amo se chupa meu pinto

Eu sou do corre, Eu sou do corre
E a novinha quer colar comigo
Se pede selinho eu mando ir se foder
Só falo que amo se chupa meu pinto",mc-don-juan,funk_paulista
0,Roça na Mocinha,"Tá de onda com a minha cara
Eu sempre te amei
Tá de onda com a minha cara
Querendo terminar

Você vai se arrepender
E vai querer voltar
Só que aí não vai dar mais
Que vou tá em outro lugar

Oh Yuri
Putaria tá de volta
Roça na mocinha
Que essa tem cara que gosta
Então roça na mocinha
Que essa tem cara que gosta

Então roça na mocinha
Que essa tem cara que gosta
Então roça na mocinha
Que essa tem cara que gosta
Roça, roça

Roça, roça na mocinha
Que essa tem cara que gosta
Então roça na mocinha
Que essa tem cara que gosta
Então roça, roça, roça

Putaria tá de volta
Roça, roça, roça
Roça na mocinha
Que essa tem cara que gosta
Então roça na mocinha
Que essa tem cara que gosta

Então roça na mocinha
Que essa tem cara que gosta
Então roça na mocinha
Que essa tem cara que gosta",mc-don-juan,funk_paulista
